2021-07-24 06:51:58.166145|NKU|NULL
2021-07-24 06:51:59.260889|NLIC|NULL
2021-07-24 06:52:00.373405|NLICP|NULL
2021-07-24 06:52:01.488583|NLO|NULL
2021-07-24 06:52:02.597172|NRIC|NULL
2021-07-24 06:52:03.707776|SBIBD86|NULL
2021-07-24 06:52:04.820251|SBI|NULL
2021-07-24 06:52:05.921821|SBIPO|NULL
2021-07-24 06:52:07.320771|NSEWA|NULL
2021-07-24 06:52:08.716473|NSEWAP|NULL
2021-07-24 06:52:09.833563|NSM|NULL
2021-07-24 06:52:10.946668|NSMPO|NULL
2021-07-24 06:52:12.052031|NTL|NULL
2021-07-24 06:52:13.441706|NVG|NULL
2021-07-24 06:52:14.552671|NWC|NULL
2021-07-24 06:52:15.665464|NLBBLP|NULL
2021-07-24 06:52:16.762482|NLBBL|NULL
2021-07-24 06:52:17.876846|NGPL|NULL
2021-07-24 06:52:19.279541|NICAD8182|NULL
2021-07-24 06:52:20.386902|NICD83/84|NULL
2021-07-24 06:52:21.527941|NICAD8283|NULL
2021-07-24 06:52:22.923774|NICAD 85/86|NULL
2021-07-24 06:52:24.052795|NICGF|NULL
2021-07-24 06:52:25.150309|NICA|NULL
2021-07-24 06:52:26.267697|NICAP|NULL
2021-07-24 06:52:27.384587|NICBF|NULL
2021-07-24 06:52:28.500357|NICLBSL|NULL
2021-07-24 06:52:29.610306|NCMPO|NULL
2021-07-24 06:52:30.716630|NUBL|NULL
2021-07-24 06:52:31.830095|NUBLPO|NULL
2021-07-24 06:52:32.933143|NLG|NULL
2021-07-24 06:52:34.027549|NLGPO|NULL
2021-07-24 06:52:35.141787|NMBMFP|NULL
2021-07-24 06:52:36.546168|NMBMF|NULL
2021-07-24 06:52:42.772585|NMBPO|NULL
2021-07-24 06:52:43.890454|NMB|NULL
2021-07-24 06:52:45.006416|NMBD2085|NULL
2021-07-24 06:52:46.121958|NMBHF1|NULL
2021-07-24 06:52:47.257496|NMB50|NULL
2021-07-24 06:52:48.364148|NRN|NULL
2021-07-24 06:52:49.468884|OFLPO|NULL
2021-07-24 06:52:50.576332|OHL|NULL
2021-07-24 06:52:51.687652|PADBLP|NULL
2021-07-24 06:52:52.783996|PMHPL|NULL
2021-07-24 06:52:53.910455|PPCL|NULL
2021-07-24 06:52:55.027667|PFCPO|NULL
2021-07-24 06:52:56.130927|PFLBSP|NULL
2021-07-24 06:52:57.236901|PFL|NULL
2021-07-24 06:52:58.339481|PFLPO|NULL
2021-07-24 06:52:59.447310|PRFLPO|NULL
2021-07-24 06:53:00.602016|PRVUPO|NULL
2021-07-24 06:53:01.720736|PRVU|NULL
2021-07-24 06:53:02.833947|PBLD86|NULL
2021-07-24 06:53:03.948120|PBLD84|NULL
2021-07-24 06:53:05.071681|PSF|NULL
2021-07-24 06:53:06.181259|PRINPO|NULL
2021-07-24 06:53:07.286815|PRIN|NULL
2021-07-24 06:53:08.392831|PLI|NULL
2021-07-24 06:53:09.501451|PIC|NULL
2021-07-24 06:53:10.596607|PICPO|NULL
2021-07-24 06:53:11.725152|PCBL|NULL
2021-07-24 06:53:13.516793|PCBLP|NULL
2021-07-24 06:53:14.631227|PLIC|NULL
2021-07-24 06:53:15.731903|PLICPO|NULL
2021-07-24 06:53:16.839808|PRDBLP|NULL
2021-07-24 06:53:17.959994|PROFL|NULL
2021-07-24 06:53:19.076804|PROFLP|NULL
2021-07-24 06:53:20.172406|PFILPO|NULL
2021-07-24 06:53:21.288815|PICL|NULL
2021-07-24 06:53:22.413757|PICLPO|NULL
2021-07-24 06:53:23.521550|RADHI|NULL
2021-07-24 06:53:24.628121|RJM|NULL
2021-07-24 06:53:25.740538|RRHP|NULL
2021-07-24 06:53:26.846640|RBBBLP|NULL
2021-07-24 06:53:27.942657|RBCL|NULL
2021-07-24 06:53:29.068735|RBCLPO|NULL
2021-07-24 06:53:30.207771|RHPL|NULL
2021-07-24 06:53:31.332068|REDBLP|NULL
2021-07-24 06:53:32.442464|RLFLPO|NULL
2021-07-24 06:53:33.545579|RLFL|NULL
2021-07-24 06:53:34.659824|RLI|NULL
2021-07-24 06:53:35.783554|RHPC|NULL
2021-07-24 06:53:36.906194|RMDC|NULL
2021-07-24 06:53:38.022161|RMDCPO|NULL
2021-07-24 06:53:39.147284|RSDC|NULL
2021-07-24 06:53:40.248619|RSDCP|NULL
2021-07-24 06:53:41.355052|RURU|NULL
2021-07-24 06:53:42.460176|SABSL|NULL
2021-07-24 06:53:43.576813|SDLBSL|NULL
2021-07-24 06:53:44.674455|SDLBSLP|NULL
2021-07-24 06:53:45.797127|SAFLPO|NULL
2021-07-24 06:53:46.896787|SIC|NULL
2021-07-24 06:53:48.012227|SICPO|NULL
2021-07-24 06:53:49.129047|SHBL|NULL
2021-07-24 06:53:50.242216|SHBLPO|NULL
2021-07-24 06:53:51.355061|SAJHAP|NULL
2021-07-24 06:53:52.463792|STC|NULL
2021-07-24 06:53:53.583854|SMATA|NULL
2021-07-24 06:53:54.705859|SMATAP|NULL
2021-07-24 06:53:55.820086|SFC|NULL
2021-07-24 06:53:56.947127|SFCL|NULL
2021-07-24 06:53:58.048161|000011|NULL
2021-07-24 06:53:59.156052|SFCLP|NULL
2021-07-24 06:54:00.257893|SLBSL|NULL
2021-07-24 06:54:01.369757|SLBSLPO|NULL
2021-07-24 06:54:02.495259|SKBBLP|NULL
2021-07-24 06:54:03.629260|SKBBL|NULL
2021-07-24 06:54:04.745255|SANIMA|NULL
2021-07-24 06:54:05.837029|SAEF|NULL
2021-07-24 06:54:06.948687|SAND2085|NULL
2021-07-24 06:54:08.104085|SBD87|NULL
2021-07-24 06:54:09.216633|SLCF|NULL
2021-07-24 06:54:10.337054|SGI|NULL
2021-07-24 06:54:11.454686|SHPC|NULL
2021-07-24 06:54:12.574517|SJCL|NULL
2021-07-24 06:54:13.698961|SAPDBL|NULL
2021-07-24 06:54:14.805483|SAPDBLP|NULL
2021-07-24 06:54:15.910745|SNLB|NULL
2021-07-24 06:54:17.019757|SNLBP|NULL
2021-07-24 06:54:18.130563|SETIPO|NULL
2021-07-24 06:54:19.253601|SEWAPO|NULL
2021-07-24 06:54:20.349778|SADBLP|NULL
2021-07-24 06:54:21.468615|SADBL|NULL
2021-07-24 06:54:22.574683|SICL|NULL
2021-07-24 06:54:23.688828|SICLPO|NULL
2021-07-24 06:54:24.789153|SHINE|NULL
2021-07-24 06:54:25.890419|SHINEP|NULL
2021-07-24 06:54:27.012193|SSHL|NULL
2021-07-24 06:54:28.128771|SHIVM|NULL
2021-07-24 06:54:29.245057|SBPP|NULL
2021-07-24 06:54:30.374973|SIFC|NULL
2021-07-24 06:54:31.477263|SIFCPO|NULL
2021-07-24 06:54:32.580643|SRS|NULL
2021-07-24 06:54:33.695229|SFFIL|NULL
2021-07-24 06:54:34.805781|SFFILP|NULL
2021-07-24 06:54:35.918162|SFLPO|NULL
2021-07-24 06:54:37.043866|SBLD83|NULL
2021-07-24 06:54:38.144023|SBLD2082|NULL
2021-07-24 06:54:39.263945|SBLD84|NULL
2021-07-24 06:54:40.381853|SIGS2|NULL
2021-07-24 06:54:41.488964|SEF|NULL
2021-07-24 06:54:42.595541|SBL|NULL
2021-07-24 06:54:43.717424|SBLPO|NULL
2021-07-24 06:54:44.840409|SEOS|NULL
2021-07-24 06:54:45.955759|SDBLPO|NULL
2021-07-24 06:54:47.080633|SILPO|NULL
2021-07-24 06:54:48.182812|SIL|NULL
2021-07-24 06:54:49.290226|SINDUP|NULL
2021-07-24 06:54:50.388912|SINDU|NULL
2021-07-24 06:54:51.504925|SHEL|NULL
2021-07-24 06:54:52.613872|SHL|NULL
2021-07-24 06:54:53.722075|SODBLP|NULL
2021-07-24 06:54:54.847003|SCBPO|NULL
2021-07-24 06:54:55.947038|SCB|NULL
2021-07-24 06:54:57.060475|SUBBLP|NULL
2021-07-24 06:54:58.170306|SMFDB|NULL
2021-07-24 06:54:59.279499|SMFDBP|NULL
2021-07-24 06:55:00.398961|SRBL|NULL
2021-07-24 06:55:01.512435|SRBLPO|NULL
2021-07-24 06:55:02.627523|SFMF|NULL
2021-07-24 06:55:03.750902|SRBLD83|NULL
2021-07-24 06:55:04.854761|SRD80|NULL
2021-07-24 06:55:05.963547|SBCF|NULL
2021-07-24 06:55:07.066142|SMB|NULL
2021-07-24 06:55:08.164763|SUPRMP|NULL
2021-07-24 06:55:09.279045|SLICL|NULL
2021-07-24 06:55:10.387878|SLICLP|NULL
2021-07-24 06:55:11.491682|SLBS|NULL
2021-07-24 06:55:12.623410|SLBSP|NULL
2021-07-24 06:55:13.724382|SWBBL|NULL
2021-07-24 06:55:14.841183|SWBBLP|NULL
2021-07-24 06:55:15.945256|SMFBS|NULL
